id,postal_code,area,city,province,aliases
907134dd-aba2-4a6e-ae42-e401b7ef9ece,4693,BHONGWENI,KOKSTAD,KwaZulu-Natal,
00fc37fb-981f-4be3-8c85-f9c8ffaed85f,4700,BROOK'S NEK,KOKSTAD,KwaZulu-Natal,
35e77631-ff03-4458-91ad-ab134b3299a6,4720,CEDARVILLE,KOKSTAD,KwaZulu-Natal,
ceff8942-e620-437e-a07f-aac5d0dafe81,3237,DONNYBROOK,KOKSTAD,KwaZulu-Natal,
48cd9586-d844-405f-86cb-2e94d05442ae,4706,FRANKLIN,KOKSTAD,KwaZulu-Natal,
a4e0d806-420f-4c92-adc4-49ba45c9e44d,3941,GEDLEZA,KOKSTAD,KwaZulu-Natal,
1bc2c17d-dc0c-4f5d-9dcc-9b25b3fa3320,4680,HARDING,KOKSTAD,KwaZulu-Natal,
f52e81be-3bdd-4dc5-92a8-3c8224ed637e,4680,HARDING EXT 1,KOKSTAD,KwaZulu-Natal,HARDING UIT 1
cf94e72a-5376-4f42-8296-b84cb02714c6,4700,HORSESHOE,KOKSTAD,KwaZulu-Natal,
3c2a5592-01a9-4d3b-9539-dab2fe9ba7a0,4700,KOKSTAD,KOKSTAD,KwaZulu-Natal,
4a364907-6f92-46f8-afcd-53b22ae05f7a,4700,KOKSTAD EXT 7,KOKSTAD,KwaZulu-Natal,KOKSTAD UIT 7
789a0ab0-e487-4dfa-a1e3-ddd0c0f07c3a,4690,KWABHOBHI,KOKSTAD,KwaZulu-Natal,KWABHOPHI
c334a2cf-ef29-483b-b02d-2bbf8e8e706f,4691,KWAMBOTHO,KOKSTAD,KwaZulu-Natal,
c0086a4d-0171-4080-b306-991a48f35bf2,4700,RIVER VIEW,KOKSTAD,KwaZulu-Natal,
3d2c4a00-ac73-4c4e-9d7c-022288382eb2,4700,SHAYAMOYA,KOKSTAD,KwaZulu-Natal,
720d9d26-fdb6-4f9b-bf1e-8e59f9d93292,4710,SWARTBERG,KOKSTAD,KwaZulu-Natal,
c140ef82-f2d0-47af-8206-0e7580fca14d,4685,WEZA,KOKSTAD,KwaZulu-Natal,
