id,postal_code,area,city,province,aliases
767e580a-d6bf-40e8-8e1f-43e260c5e7df,6529,ANDERSONVILLE,GEORGE,Western Cape,
af5f25e2-d6a9-448e-8d7d-cda7ff7dd891,6529,BALLOTSVIEW,GEORGE,Western Cape,
17c47a13-ec0c-4a6e-85cd-1f58503d573d,6529,BERGSIG,GEORGE,Western Cape,
7b38abdc-620d-41cc-8f02-9da405087ba6,6529,BLANCO,GEORGE,Western Cape,
8cbe4163-8f1c-49d2-b755-761554e6378d,6529,BLOMMEKLOOF,GEORGE,Western Cape,
2ae79c86-33f5-438e-8588-934a035eb5c1,6529,BLUE MOUNTAIN,GEORGE,Western Cape,
04d39024-2385-462f-8bb5-1da5bcea7b48,6529,BORCHARDS,GEORGE,Western Cape,
83592a0e-57ec-40eb-a712-c76f9d4eacce,6529,BOS EN DAL,GEORGE,Western Cape,
58732ad7-6b8f-4daa-b135-ab671b8eaded,6529,CAMPHERSDRIFT,GEORGE,Western Cape,
c9fc753c-d6e3-4bc0-a7cd-6cd63b178eb3,6529,CONVENT GARDEN,GEORGE,Western Cape,
b72f016a-eaaf-48aa-9dd2-b45edd67dc78,6529,CONVILLE,GEORGE,Western Cape,
e56f9790-8a9f-41da-bf39-f2dae9661b0e,6529,DENNE-OORD,GEORGE,Western Cape,
b93e6b7f-5b8d-4e11-97a8-94c9ac7a88f9,6529,DENVER PARK,GEORGE,Western Cape,
d7b72ed7-a88e-4c96-88fa-46124798f049,6529,DORMEHLSDRIFT,GEORGE,Western Cape,
b47b54ff-1dc8-47d2-a23b-31c1595b9156,6529,EARLS COURT,GEORGE,Western Cape,
0eb87cb0-41c7-4c88-b3d0-94c1ab064a46,6529,EASTERN EXTENSION,GEORGE,Western Cape,EASTERN UITBREIDING
e366ef1f-0a55-40fd-ae95-473d24c2fdc3,6529,EDEN,GEORGE,Western Cape,
204bec16-c539-45ce-9e63-7d13ef3d71cc,6529,FERNRIDGE,GEORGE,Western Cape,
162ae11d-8582-4a48-9133-481c3477be8d,6546,GARDEN ROUTE MALL,GEORGE,Western Cape,
b3a3d4d4-bf99-45d3-af86-22142099c640,6529,GENEVAFONTEIN,GEORGE,Western Cape,
9deb3a66-bb27-4fde-aa3c-bc3fb03e7977,6529,GEORGE,GEORGE,Western Cape,
7b98fb75-f8cf-4e04-bc5c-9ab365c2e340,6529,GEORGE EAST,GEORGE,Western Cape,GEORGE-OOS
daa59f8f-2375-44e8-993a-4cdd123b357e,6536,GEORGE INDUSTRIA,GEORGE,Western Cape,GEORGE-INDUSTRIA
b29a0243-28ae-46f9-9e87-62dd98155cb6,6529,GEORGE SOUTH,GEORGE,Western Cape,GEORGE-SUID
f8c1c080-610c-4720-bf2f-45c518e63086,6543,GEORGE SPEED SERVICES,GEORGE,Western Cape,
d0dd5735-f204-45ed-8377-8e2db832a06d,6529,GLEN BARRIE,GEORGE,Western Cape,
849b352c-21c0-4ada-bac5-43aff4f3c3c1,6529,GLENWOOD,GEORGE,Western Cape,
07af6f82-6351-48e4-9c10-42aca9494d5d,6529,GROENEWEIDE PARK,GEORGE,Western Cape,
df537eeb-5046-4ffa-961c-3d318ac665f1,6529,GROENKLOOF,GEORGE,Western Cape,GROENKLOOF
f4a9ed09-6a19-4a66-b980-e1e9c7d31a60,6529,HEATHER PARK,GEORGE,Western Cape,HEATHERPARK
6857f9a1-5751-41f4-8aa3-ff6209d9277e,6529,HEATHERLANDS,GEORGE,Western Cape,
06ffce71-5bbe-4ab6-8fb7-60ba49134b6e,6615,HEROLD,GEORGE,Western Cape,
