id,postal_code,area,city,province,aliases
fb771b0c-3a33-45fb-9a03-e2ca26dcef5d,0181,DE BEERS,WATERKLOOF,Gauteng,
e37e60f4-4e98-4947-9cb8-7b820e7c3da2,0181,ELARDUSPARK EXT 1,WATERKLOOF,Gauteng,ELARDUSPARK UIT 1
0f7530fa-9a81-4d7e-9981-10261fe6574b,0181,ELARDUSPARK EXT 11,WATERKLOOF,Gauteng,ELARDUSPARK UIT 11
296f0553-7ea7-4fe5-88ba-15c4c4fcb0d9,0181,ELARDUSPARK EXT 2,WATERKLOOF,Gauteng,ELARDUSPARK UIT 2
0c79eba1-4245-468f-8ace-a4ed641990e1,0181,ELARDUSPARK EXT 3,WATERKLOOF,Gauteng,ELARDUSPARK UIT 3
86c62499-cc95-4841-a8a0-b363975f7ac3,0181,ELARDUSPARK EXT 4,WATERKLOOF,Gauteng,ELARDUSPARK UIT 4
64aa31fb-8601-4a6b-b913-2db4a87e44b5,0181,ELARDUSPARK EXT 5,WATERKLOOF,Gauteng,ELARDUSPARK UIT 5
ee0fd16d-c97a-43ef-a624-72fcbc7d7f1c,0181,ELARDUSPARK EXT 6,WATERKLOOF,Gauteng,ELARDUSPARK UIT 6
90a333c0-4d6c-4e2b-ae68-2a9b95fc562b,0181,ELARDUSPARK EXT 7,WATERKLOOF,Gauteng,ELARDUSPARK UIT 7
bbd91a34-adf1-44ba-b934-ca011b5ebfc5,0181,ELARDUSPARK EXT 9,WATERKLOOF,Gauteng,ELARDUSPARK UIT 9
4263df7f-4d54-4b30-a292-726576797dd4,0181,ERASMUSRAND EXT 4,WATERKLOOF,Gauteng,ERASMUSRAND UIT 4
83cf70e3-f11e-46e8-a660-6812fbe15a27,0181,LUKASRAND,WATERKLOOF,Gauteng,
f0ea1482-dfb3-4697-b81f-a5fd351c2b9c,0181,MENLYN EXT 2,WATERKLOOF,Gauteng,MENLYN UIT 2
3a5ec0f1-a373-47f5-86b9-1a3130aea0da,0181,MENLYN EXT 3,WATERKLOOF,Gauteng,MENLYN UIT 3
22cb21b2-47d1-4843-9c64-ceb2011d46ff,0181,MONUMENTPARK EXT 11,WATERKLOOF,Gauteng,MONUMENTPARK UIT 11
3645b18b-f3e4-4837-a532-38634f254852,0181,MONUMENTPARK EXT 2,WATERKLOOF,Gauteng,MONUMENTPARK UIT 2
56b31c25-c3fe-4592-912a-7f9771463cb9,0181,MONUMENTPARK EXT 3,WATERKLOOF,Gauteng,MONUMENTPARK UIT 3
b6afb298-7366-4d19-af4d-831a83b73160,0181,MONUMENTPARK EXT 4,WATERKLOOF,Gauteng,MONUMENTPARK UIT 4
c42f5d67-73bc-42a2-9267-9939a696bf08,0181,MONUMENTPARK EXT 5,WATERKLOOF,Gauteng,MONUMENTPARK UIT 5
bd4e8693-fa7a-4bd9-8d45-7e1a3c4e17b2,0181,MONUMENTPARK EXT 7,WATERKLOOF,Gauteng,MONUMENTPARK UIT 7
330167fd-4d09-48fd-b196-55e648de4181,0181,MONUMENTPARK EXT 8,WATERKLOOF,Gauteng,MONUMENTPARK UIT 8
1bceaa78-d39c-4000-b5a8-a4a0782a1097,0181,NIEUW MUCKLENEUK,WATERKLOOF,Gauteng,NIEUW-MUCKLENEUK
2563029c-1e97-40e0-8eda-23b5776f5f93,0145,RADCLIFFE,WATERKLOOF,Gauteng,
3d260c87-3b12-4364-8f86-bc0b80020218,0181,STERREWAG,WATERKLOOF,Gauteng,
6c6e5e50-9261-4cd5-8fec-cd4d383fcf47,0157,WATERKLOOF AIR FORCE BASE,WATERKLOOF,Gauteng,WATERKLOOF LUGMAGBASIS
78c31ddb-da4d-49c8-9c4a-0a4d281eb3c7,0181,WATERKLOOF EXT 1,WATERKLOOF,Gauteng,WATERKLOOF UIT 1
5f4e80f8-b375-47e0-b339-40c323ec6ce8,0181,WATERKLOOF EXT 2,WATERKLOOF,Gauteng,WATERKLOOF UIT 2
37347f58-000e-4c10-a723-1300220a3629,0181,WATERKLOOF HEIGHTS EXT 3,WATERKLOOF,Gauteng,WATERKLOOFHOOGTES UIT 3
5a2108b5-4529-4c24-b973-54a144009ca5,0181,WATERKLOOF PARK,WATERKLOOF,Gauteng,WATERKLOOFPARK
ce75be3f-b502-4e1d-bad3-bddd4c455034,0181,WATERKLOOF RIDGE,WATERKLOOF,Gauteng,WATERKLOOFRIF
09daed3d-047a-4b84-bd22-f98e39513f1d,0181,WATERKLOOF RIDGE EXT 2,WATERKLOOF,Gauteng,WATERKLOOFRIF UIT 2
